"text","place_lat","place_lon"
"Eye Doctors Of Lancaster: Surgical Scheduler, Ophthalmic Te... (#Lancaster, PA) http://t.co/05T5xhEhyy #Healthcare #nowhiring #Job",40.0399505,-76.3003825
"Baylor Health Care System #Nursing #Job: RN PRN Nights (#Plano, TX) http://t.co/UeRmXUSw2M #Jobs #TweetMyJobs",33.06124745,-96.7349005
"Life and relationships are like hair. Some get cut short but hair grows back and is more healthy after a cut",38.96378265,-76.7466385
"#Philadelphia, PA #Nursing #Job: OR RN Travel Job with Soliant Just North of Phila... at Soliant Health http://t.co/QzT6MWGy7h #RN",40.0048655,-75.117998
"Come join us tonight at 4:30, 6:30 or 8:30. 

8:30 class is $10

#health #fitness #2014 #yoga #bikram #BYCYoga http://t.co/GHg1qeN8v1",39.1470915,-77.073729
"#Florissant, MO #Physician #Job: Staff Physician at TeamHealth http://t.co/6Zbya2UZXU #Jobs #TweetMyJobs",38.799436,-90.3293255
"#Education #Job alert: Denver, CO Special Education Teacher Job | Soliant Health | #Denver, CO http://t.co/TmUyUYPlwB #Jobs",39.713563,-104.9220935
"@Perpetual_Kid Your Buddha Bars are so yummy and healthy. http://t.co/LRY4h1DOub",27.3411215,-82.5330735
"@Withings Could you provide the right link to see more information about your partnership with @HealthVault ? Thank you!",47.6788125,-122.061771
"@computer_screen ive never played KOF and i think i only ever rented DOA games for the healthy tity",41.4959395,-81.7054672
"Accountable Healthcare Staffing: Registered Nurs... (#Houston, TX) http://t.co/XayKsTupO5 #Nursing #Job http://t.co/b0wxHVDOiv",29.8384948,-95.4464865
"Listen to how discrimination has led to a widening of the gap in the #health of #LGBT Missourians -&gt; http://t.co/eCHSlFMMVX #MOlgbthealth",38.653749,-90.247798
"@BarackObama my health insurance that I pay is being discontinued 1/1/15, thank you, now what? Where?",41.1179365,-77.604684
"Going on a health crazy cause I refuse to get fat in college",39.2099285,-96.5745935
"Froedtert Health: CLINICAL ASST, CMH - NURSING ADMINISTRATION Job (#MenomoneeFalls, WI) http://t.co/zf22OLkFKS #Nursing #Job #Jobs",43.1482635,-88.124513
"#Healthcare #Job in #Payson, AZ: SLP / SPEECH PATH / SPEECH LANGUAGE PATHO... at Aureus Medical Group http://t.co/MRjtAYhb3G #SLP",34.24464795,-111.3325975
"#Nursing #Job in #WestPalmBeach, FL: Registered Nurses / Travel RN at Supplemental Health Care http://t.co/0YmLb5k3EV #Jobs",26.72189575,-80.1226195
"#Retail #Job in #Waterbury, CT: Retail Store Positions at CVS Health http://t.co/e2buqpL2N5 #Jobs #TweetMyJobs",41.5665785,-73.0221081
"#Nursing #Job in #MountainView, CA: Registered Nurse Cardiac Care Un... at Accountable Healthcare Staffing http://t.co/tPYrMoKyq6",37.39685295,-122.0814425
"@OurHomemadeLife Q6 That they are healthy and happy #OneSmartDifference",46.5496655,-87.410471
"#Nursing #Job alert: Registered Nurse (RN) Car... | Accountable Healthcare Staffing | #FortLauderdale, FL http://t.co/tRbryRf4tH",26.150368,-80.14917255
"#Nursing #Job in #Springfield, MO: Registered Nurse at Mercy Health http://t.co/M5LnU32Bnv #VeteranJob #Jobs #TweetMyJobs",38.3045585,-92.4367735
"Supplemental Health Care #Nursing #Job: Registered Nurse / RN (#SanDiego, CA) http://t.co/KXBKNZNAJB #Jobs #TweetMyJobs",32.8100122,-117.10498915
"Chips for breakfast. #healthy",45.4945515,-114.143262
"Clinical Nurse II - ED VVH - NorthBay Healthcare: (#Vacaville, CA) http://t.co/NXYc6SxUZx #Nursing #Job #Jobs #TweetMyJobs",38.362844,-121.97192645
"I'd give anything for good health",44.5231735,-88.0081985
"@greatwestlifeca @WinnipegNews G8 speakers #federatedpress re #mentalhealth #workplace #JESleeth #OPCergo recommend attend",44.104913,-79.4658285
"Health insurance will drive u insaneeee",42.8260255,-73.6920055
"Retail Store Positions - CVS Health: (#Elizabethtown, NC) http://t.co/eDQHbBtQsL #Retail #Job #Jobs #TweetMyJobs",34.6279705,-78.623847
"#Dallas, TX #Job: PATIENT CARE TECHNICIAN Part Time weekday nights at Baylor Health Care System http://t.co/eSKtYjIeJv #Jobs",32.8198585,-96.7617535
"Registered N... - Accountable Healthcare Staffing: (#Glendale, AZ) http://t.co/6DoHrTTJoj #Nursing #Job http://t.co/M80bfmjEgF",34.16825365,-111.9317105
"Parents sometimes dread having certain conversations with their kids. Tips on how to talk about mental health: http://t.co/AgPcc5D1bd",33.9775972,-83.89551515
"The Gift of Health is always in Season!  Gift certificates and gift baskets completely‚Ä¶ http://t.co/j9Xoij7NVX",36.1093915,-95.9136419
"So since theres eggs in fried rice and eggs are protein and healthy dies that mean since I eat Panda Express everyday i eat healthy everyday",30.45910005,-91.0907995
"Registered Nurse-Nurse-RN Needed for Oncolog... - Supplemental Health Care: (#Charleston, SC) http://t.co/TTOABcHltP #Nursing #Job",33.6311395,-80.926628
"#Healthcare #Job alert: Reg Dir, Clin Informatics-NCA | St. Joseph's Health | #SantaRosa, CA http://t.co/4CaKy1P2TD #Jobs",38.4522175,-122.6761085
"Soliant Health #Healthcare #Job: Occupational Therapist (OT) Contract Job north of Los... (#NorthofLA, CA) http://t.co/xckAMwpJxq",34.0207895,-118.4119065
"@Prison_Health @lizdahlem @hthompsn @nvlevy @Trackerinblue 'Here we go again!'  Restinpeace, #EricGarner + condolences to his loved ones",47.6149382,-122.3306024
"Post yoga lunch #greatvibes #liquiteria #turkeychili #allgreens #vitamins #proteins #health #fitness‚Ä¶ http://t.co/9Wm5l4vRjn",40.780709,-73.9685415
"#TweetMyJobs #Nursing #Job alert: L&amp;D RN | Supplemental Health Care | #Goodyear, AZ http://t.co/zLYT2bPaRJ #Jobs",33.4128725,-112.4249755
"@BenCanMag Companies should communicate 2 employees #disabilitymanagement is #benefit re #navigatehealthcaresystem 4 #RTW #health #OPCergo",44.104913,-79.4658285
"You are what you eat so eat, drink and think rainbows!

#healthy #veggie #knowThyself #raw #rawfoods‚Ä¶ http://t.co/H2s489ylYU",40.4313888,-79.98068965
"@Stevetones for my health",41.2016385,-96.03804835
"CVS Health: Nurse Practitioner Chatham (#CHATHAM, NJ) http://t.co/dm0viS1WL7 #Nursing #Job #Jobs #TweetMyJobs",40.7314575,-74.39201805
"#Ada, OK #Healthcare #Job: Manager-Nursing Services at Mercy Health http://t.co/baELsYbqAN #VeteranJob #Jobs #TweetMyJobs",34.7754467,-96.66769
"Saint Luke's Health System #Nursing #Job: Registered Nurse - PRN-ER-WMH (#Trenton, MO) http://t.co/wrApiRfsE4 #Jobs #TweetMyJobs",40.0817285,-93.5991995
"Registered ... - Accountable Healthcare Staffing: (#StCharles, MO) http://t.co/gpJjumpHmw #Nursing #Job http://t.co/E6LUM5KItQ",40.3472759,-89.4100667
"#Healthcare #Job in #Aurora, CO: Resp Therapist-Seasonal at Children's Hospital Colorado http://t.co/YJyo1Ywm2k #Jobs",38.997936,-105.5508905
"If u struggle in #love, u need to read this! 11 Things You Need To Know To Have A Healthy Relationship http://t.co/oRbIQ7OgfR #relationships",40.780709,-73.9685415
"The Vitamin Shoppe #Retail #Job: Health Enthusiast Part-Time (#NScottsdale, AZ) http://t.co/72zWw8Bp0f #Jobs #TweetMyJobs",33.63933985,-111.8583985
"#Healthcare #Job alert: Direct Support Professional (Linden) | The MENTOR Network | #Linden, NJ http://t.co/ovStt67bVJ #Jobs",40.6242735,-74.2454555
"We've started to trim our trees with the healthiest decor! #healthyholidays #sunrider #simplythebest @‚Ä¶ http://t.co/Y0tgtIiMR0",33.83371455,-118.3512176
"Soliant Health #Healthcare #Job: Oncology Pharmacist Job: Henderson, TN (#Henderson, TN) http://t.co/orlbm06Cmk #Jobs",35.4365925,-88.645793
"#Phoenix, AZ #Hospitality #Job: Environmental Services Tech Pool Days- Phoenix Ba... at Abrazo Health Care http://t.co/xNyuUuo6BY",33.5528626,-112.1246767
"Physical Therapist (PT) Skilled Nur... - Accountable Healthcare Staffing: (#Rockleigh, NJ) http://t.co/jSasRYYTeA #Healthcare #Job",41.0034125,-73.9324875
"#sweetpotatoes can be substituted for carrots in any recipe. Curry dip + sweet potatoes = tasty snack. #healthy",33.456504,-88.8216885
"Baylor Health Care System: Intern Cardiology Research (#Dallas, TX) http://t.co/wEzLj0S3FW #Physician #Job #Jobs #TweetMyJobs",32.8198585,-96.7617535
"MGH's Dr David Hooper says he's proud of health care workers, and they followed protocols closely.#wbz",42.3136695,-71.0887545
"#Nursing #Job alert: RN's Needed Immediately throughout O... | Supplemental Health Care | #Cincinnati, OH http://t.co/wS6jMdaVEL",39.13703785,-84.5398123
"#SkinCare is part of daily health like brushing your teeth! #321NewU changes how people value and care for their skin. #orlando #WinterPark",27.698682,-83.804475
"Registered Nurse - Pd Job - Valley Health Nurses: (#Winchester, VA) http://t.co/UPWn9cf2ym #Nursing #Nurse #Nurse #Job #Jobs",39.167891,-78.16936155
"I'm at Bonne Sante Health Foods in Chicago, IL https://t.co/w2WmhNYl0x",41.83358445,-87.732013
"Accountable Healthcare Staffing: Registered Nurs... (#Phoenix, AZ) http://t.co/A5usGo4nSA #Nursing #Job http://t.co/izupBXOmeP",33.5528626,-112.1246767
"#Education #Job in #ColoradoSprings, CO: Full Time School Psychologist Jon in Colorad... at Soliant Health http://t.co/HTtgLHK4qE",38.8885185,-104.789327
"A little healthy team building aggressive competition. (@ WhirlyBall Twin Cities) https://t.co/NSemDJkmKq http://t.co/SuYjajDdjZ",45.1085325,-93.4648835
"@OurHomemadeLife A8. We buy him treats designed for dental health #OneSmartDifference",31.7622415,-93.086288
"#Reading, MA #HealthWelfare #Job: Group Exercise Instructor Part Time - Older... at YMCA of Greater Boston http://t.co/aTpV4cG9In",42.533282,-71.1036075
"#Turlock, CA #Healthcare #Job: PTA / PHYSICAL THERAPY ASSISTANT at Aureus Medical Group http://t.co/RJYQbkL4XV #PT #Jobs",37.499596,-120.8624785
"Retail Store Positions - CVS Health: (#Cleveland, TN) http://t.co/ECSZYyHFuz #Retail #Job #Jobs #TweetMyJobs",35.193336,-84.86635
"#Northwest, AR #Nursing #Job: Registered Nurse at Mercy Health http://t.co/js5H50YKMX #VeteranJob #Jobs #TweetMyJobs",34.7519365,-92.131274
"Bone and Joint Hospital #Green #Job: Healthplex North - Porter - Full Time; 7a-7p (#OklahomaCity, OK) http://t.co/8SI0eQmrcf",35.4828435,-97.552161
"At the GRIND!!!!! @ Light Health&amp;Wellness Community Outreach http://t.co/ewefHLge0p",39.284713,-76.6204525
"#Insurance #Job alert: PATIENT SERVICE REP GOVERNMENT | Barton Health | #SouthLakeTahoe, CA http://t.co/rmMYJivMxE #Jobs",38.893409,-119.9873565
"What is SAD? 
Seasonal Affective Disorder, a mood disorder of people with normal mental health experience depressive symptoms during winter",32.8198585,-96.7617535
"#Emeryville, CA #IT #Job: Software Engineer--C#/ ASP NET/ AngularJS at RelayHealth http://t.co/7yjOsfU5mi #Jobs #TweetMyJobs",37.83855,-122.2956495
"#TweetMyJobs #Healthcare #Job alert: PROVIDER RELATIONS REP 2 | Inova Health System | #VIENNA, VA http://t.co/qgcPC2yvqf #Jobs",38.8775843,-77.24600065
"Registered Nurse (RN) Telemetry - Accountable Healthcare Staffing: (#Atlantis, FL) http://t.co/hiA2s9Xdnn #Nursing #Job #Jobs",26.61702865,-80.08421185
"So the girls and I may be getting into some good healthy fun on Xmas eve Ì†ΩÌ∏®",42.4798095,-83.2602715
"#LetsMove Child Care Challenge is going on in #Camden @centerffs thanks @Nemours #healthyNJ #Dr William Dietz @CampbellCSR",40.5387865,-74.377998
"TeamHealth: Staff Physician (#ETOWAH, TN) http://t.co/POXZzSxxCk #Physician #Job #Jobs #TweetMyJobs",35.345014,-84.524812
"#Retail #Job in #NewportNews, VA: Retail Store Positions at CVS Health http://t.co/4FDPL1xXI9 #Jobs #TweetMyJobs",37.090301,-76.5078085
"MS #sweetpotatoes can be substituted for carrots in any recipe. Curry dip + sweet potato sticks = #healthy snack http://t.co/yFxcPFP4Bu",33.456504,-88.8216885
"@Crazy4ComicCon Take care of yourself. This is a tricky time of year. It's like we all need our own hamster balls to stay healthy.",28.36176,-81.4256625
"Georgia Happenings: THURSDAYMammograms by the Wellness on Wheels mobile health vehicle. Mammograms required a‚Ä¶ http://t.co/FV7OdJt6QJ",30.3273773,-81.65672105
"‚Äú@NickKristof: The number of Americans without health insurance dropped by 10.6 million in year to Sept 2014. http://t.co/5SS606IBa2‚Äù",32.8198585,-96.7617535
"@PearlOnVelvet Hindu saints are called Yogi (pronounce: Jogi). They developed diff positions 4 meditation&amp;health which called Yoga.",28.50167835,-81.36777265
"CVICU Nursing Travel Job in Beautiful Rhode Island - Soliant Health: (#RhodeIsland, RI) http://t.co/0XpQXVkuB1 #Nursing #RN #Job",41.5773587,-71.4782725
"Direct Support Professional\Caregivers (Churchil... - The MENTOR Network (#Pittsburgh, PA) http://t.co/oLBTtCSVX3 #Healthcare #Job",40.4313888,-79.98068965
"Physical Therapist - VCU Health System: (#Richmond, VA) http://t.co/fQa8N5sVp3 #Healthcare #Job #Jobs #TweetMyJobs",37.529883,-77.4931705
"#Healthcare #Job alert: Phys... | Accountable Healthcare Staffing | #Greer, SC http://t.co/Xp0k1Siaw7 http://t.co/3nweZpPvv3",34.9386845,-82.239422
"Beyonc√©+v.+RBG!+Vote+for+@PPact‚Äôs+2014+Best+and+Worst+of+Women‚Äôs+Health+and+Rights.+We‚Äôve+got+some+good+nominees!+http://t.co/nV5hXIDz0n",45.00118,-86.2705535
"#Nursing #Job alert: STAFF RN, FH - 4SE INTERNAL MEDICINE Job | Froedtert Health | #Milwaukee, WI http://t.co/Tihb86WHeG #Jobs",43.05672225,-87.9672925
"#Boston, MA #MedicalDevices #Job: Partners eCare, Test Technician (Medical Devices) at Partners HealthCare http://t.co/KEgvNeV8XB",42.3136695,-71.0887545
"#Mattituck, NY #Retail #Job: Retail Store Positions at CVS Health http://t.co/QGCZEKhbZj #Jobs #TweetMyJobs",40.9697365,-72.5474735
"St. Joseph's Health #Healthcare #Job: CT Technologist, On Call, Variable Shift, 12 h... (#APPLEVALLEY, CA) http://t.co/gp4jtryAcc",34.49262685,-117.1954849
"I say 5th ‚Äú@Mamba_Lakers24: @ESPN_FirstTake Thunder will finish as the 7th seed if everyone stays healthy. #KDBack‚Äù",41.83358445,-87.732013
"We've started to trim our trees with the healthiest decor! #healthyholidays #sunrider #simplythebest @‚Ä¶ http://t.co/TaGJJJ9iDr",33.83371455,-118.3512176
"#Decatur, GA #Healthcare #Job: Respiratory Therapist - Night shift - Decatu... at Supplemental Health Care http://t.co/eqtURu7CW5",32.6782075,-83.1738665
"#Nursing #Job alert: RN / Registered Nurse / Travel | Supplemental Health Care | #SaintPeter, MN http://t.co/rrJBfj7stM #Jobs",44.327146,-93.9611745
"Intern Cardiology Research - Baylor Health Care System: (#Dallas, TX) http://t.co/lmyfDQNV2W #Physician #Job #Jobs #TweetMyJobs",32.8198585,-96.7617535
"NCLEX RN INSTRUCTOR - Toronto - KTP Health: (#Toronto, ON) http://t.co/iuVqD9xgRz #Education #Job #Jobs #TweetMyJobs",43.629311,-79.2725695
"#Healthcare #Job alert: Director, Facilities Operations | Saint Luke's Health System | #KansasCity, MO http://t.co/clgt32WKi4",39.1000485,-94.6154637
"Soliant Health: SLP School Contract Jobs in Monterey County, Cali... (#MontereyCounty, CA) http://t.co/GFk8uKNnP4 #Healthcare #Job",37.2691755,-119.3066075
"#NiagaraFalls, ON #Job: MANAGEMENT at Niagara Health System http://t.co/WwYFDtjmpY #hospitaljobs #Jobs #TweetMyJobs",43.101794,-79.008801
"Occupational Therapist - Mercy Health: (#Springfield, MO) http://t.co/rujr1fFgYC #Healthcare #VeteranJob #Job #Jobs #TweetMyJobs",38.3045585,-92.4367735
"Aspen Dental #Healthcare #Job: Oral Surgeon Assistant (Dental Practice) (#Akron, OH) http://t.co/6EPEMmpU37 #Jobs #TweetMyJobs",41.0808775,-81.5167515
"Privileged to talk about the #health of the #LGBT community with @STLRHC and IHN, listen here --&gt; http://t.co/eCHSlFMMVX  #",38.653749,-90.247798
"Accountable Healthcare Staffing #Nursing #Job: Registered ... (#Bernalillo, NM) http://t.co/vcTZ1f3of1 http://t.co/Jp91mj4sDt",35.3103295,-106.53779
"New report shows a Canadian #Pharmacare program would save costs &amp; improve health: http://t.co/vgzUNJ37Nq @CdnDrs4Medicare @ccpa @CFMSFEMC",43.2606955,-79.9135205
"Every time I say a buzzword I get new followers. Tight. Lets test this out. #hairstyle #foodporn #cars #healthnut #acroyoga #juice #fashion",34.0207895,-118.4119065
"#Springfield, IL #Nursing #Job: Registered Nurse Intensive Care Unit... at Accountable Healthcare Staffing http://t.co/08Zjnj4mls",39.774346,-89.65968925
"Occupational Therapist - Assisted Living- Joplin/Carthage, MO (#Carthage, MO) http://t.co/nEWRR4CU55 #Healthcare #Job #Jobs",37.1696921,-94.326622
"#Attleboro, MA #Nursing #Job: ICU Travel Nurse Job in Attleboro, MA at Soliant Health http://t.co/3hNxrRysIz #Jobs #TweetMyJobs",41.939278,-71.294159
"Im so fucking pissed off. There's no way I can do all of this during a week of time. Like I will not be healthy after all of this.",38.195555,-85.7223455
"#Healthcare #Job in #GrandJunction, CO: Medical Support As... at Department of Veterans Affairs http://t.co/1xk0ZGZLAN #VeteranJob",39.09175055,-108.5746165
"#Spartanburg, SC #Nursing #Job: Staff NP at TeamHealth http://t.co/dzMiZTmt3e #Jobs #TweetMyJobs",34.9499645,-81.9402982
"Why you gotta take up study space to watch a movie...especially in health sci",43.2606955,-79.9135205
"VMware: Client Executive, Healthcare, Birmingham or Montgomery or ... (#Jackson, MS) http://t.co/pLrCyTdwK4 #Sales #salesjobs #Job",32.230987,-90.1580165
"#Sales #Job in #GreatFalls, MT: Agent at WellCare Health Plans http://t.co/w3f4YI68yM #Jobs #TweetMyJobs",47.4938359,-111.2978705
"I'm at Children's National Medical Center | Sheikh Zayed Campus for Advanced Pediatric Medicine - @childrenshealth https://t.co/iQtz6TsvLF",38.89860285,-77.0143985
"#urgentcare Welcome Incline Village Urgent Care, Latest Website Client. For quality Tahoe Health Care Visit Website; http://t.co/EqkYJkTNcb",39.221667,-119.96424
"Supplemental Health Care: Anderson Skilled Nursing Facility (#Anderson, SC) http://t.co/d4h4n3L8f6 #Healthcare #Job #Jobs",34.52918875,-82.627935
"#out of school #drink right #snack smart #move more @Dr Bill Dietz @CO180 @CampbellCSR #healthyNJ",40.5387865,-74.377998
"Andrea not well :( (@ Borgess at Woodbridge Hills Immediate Medical Care - @borgesshealth in Portage, MI) https://t.co/hGC0fMRxY0",41.8906965,-86.3569065
"Talking about the #health of the #LGBT community with @STLRHC and IHN, listen here --&gt; http://t.co/eCHSlFMMVX #LGBThealth",38.653749,-90.247798
"Accountable Healthcare Staffing #Nursing #Job: Registered Nurse (RN) (#Puyallup, WA) http://t.co/gIj5WIAEzu #Jobs #TweetMyJobs",47.176459,-122.284264
"#TweetMyJobs #Healthcare #Job alert: PCT | Fresenius Medical Care | #FourOaks, NC http://t.co/CrQXE6u9Od #dialysis #Jobs",35.4501825,-78.41494575
"#Healthcare #Job in #Lee, MA: Physical Therapist - SRS PRN - Lee, MA at http://t.co/STltg9TU36 #Jobs #TweetMyJobs",42.3025675,-73.246456
"Registered... - Accountable Healthcare Staffing: (#JerseyCity, NJ) http://t.co/HJjkO0zdfn #Nursing #Job http://t.co/qaGEr9l6Z7",40.7180015,-74.06666295
"#Healthcare #Job alert: Direct Support Professional \ Winona MN | The MENTOR Network | #Winona, MN http://t.co/YHpHp3MJqO #Jobs",44.03868955,-91.6366733
"#Nursing #Job in #Atlanta, GA: OR RN Travel Job in Atlanta Georgia at Soliant Health http://t.co/QJBPW5LzAD #RN #Jobs #TweetMyJobs",33.76721745,-84.433106
"#Healthcare #Job in #Bridgeport, CT: PHYSICIAN at Bridgeport Hospital http://t.co/DvXm9RKm4R #Jobs #TweetMyJobs",41.1856745,-73.1991185
"#healthynj Drink right, snack smart and move more
#acsm #everybodywalk @Stockton_edu",40.5387865,-74.377998
"St. Joseph's Health #Nursing #Job: Charge Nurse - Emergency Department - Full Time Nights (#LUBBOCK, TX) http://t.co/HcA2PjBZV1",33.5705263,-101.897173
"#Braingate MT @ralphhaurwitz: UT-SA on missing brains: We don't believe that they're here. UT Health Science Center at SA: Too early to say.",30.3233457,-97.75472415
"‚Äú@Jon_Radlinski22: In every relationship: someone is settling while the other one is winning.‚Äùnot in a good healthy relationship",42.74672,-84.4816265
"Registered Nurse I/II - Mercy Health: (#OklahomaCity, OK) http://t.co/jqk6GQ7Psw #Nursing #VeteranJob #Job #Jobs #TweetMyJobs",35.4828435,-97.552161
"Baylor Health Care System #Physician #Job: Intern Cardiology Research (#Dallas, TX) http://t.co/ENbBvf9AVn #Jobs #TweetMyJobs",32.8198585,-96.7617535
"#WestOrange, NJ #Healthcare #Job: RN - Hospice - West Orange (Per... at Barnabas Health Home Health and ... http://t.co/BRGjSPk4Pl",40.7913595,-74.26299
"What's left of my sandwich #healthnut http://t.co/jiQI38rGkR",35.222301,-97.4451735
"Don't be #Alone #TalkToSomeone #MentalHealthAwareness #HoldTheLine #VetsRising #BeEnvolvedInYourCommunity #AskForHelp #BeVigilant #BeSafe",39.713563,-104.9220935
"School Nurse Contract Job in Chicago, Illinois. Full Time. - Soliant Health: (#Chicago, IL) http://t.co/36mvb9vTol #Nursing #Job",41.83358445,-87.732013
"Coffee and cold pizza for today's well balanced diet Ì†ΩÌ±å #epitomeofhealth",40.5247748,-88.9915295
"Health Enthusiast Part-Time - The Vitamin Shoppe: (#GlenAllen, VA) http://t.co/EkZqCIz2K7 #Retail #Job #Jobs #TweetMyJobs",37.6370075,-77.46772365
"Registered Nurse (RN) Telemetry - Accountable Healthcare Staffing: (#Atlantis, FL) http://t.co/PotlhNWeWA #Nursing #Job #Jobs",26.61702865,-80.08421185
"Respiratory Therapist - The HSC Healthcare System: (#WashingtonDC) http://t.co/rVZgpdQxXa #Healthcare #Job #Jobs #TweetMyJobs",38.89860285,-77.0143985
"working for CRC Health Group is the best and worst thing that has ever happened to me lol",33.13874155,-117.16681665
"@wielki_ it's was 11am, that's breakfast and yogurt with strawberries and granola is a great healthy breakfastÌ†ΩÌ≤ì",42.3136695,-71.0887545
"#gettingshot (@ Disney Health Services in Orlando, FL) https://t.co/38poUjS4HG",27.698682,-83.804475
"CVS Health #Retail #Job: Retail Store Positions (#Asheville, NC) http://t.co/fatDl7xmmx #Jobs #TweetMyJobs",35.5390725,-82.5670075
"#ORANGE, CA #Nursing #Job: Clinical Nurse II - 12 Hour - Full time Nights at St. Joseph's Health http://t.co/h07YkjuBtr #Jobs",33.810159,-117.824049
"#Nursing #Job in #Henderson, NC: PACU RN Travel North Carolina at Supplemental Health Care http://t.co/h93xrwhQau #Jobs",36.32562185,-78.4136715
"Accountable Healthcare Staffing #Nursing #Job: Registered Nurse (RN) Case Manager (#Concord, NH) http://t.co/EYrqquOyiI #Jobs",43.2275695,-71.5425615
"#Nursing #Job in #SugarLand, TX: Register... at Accountable Healthcare Staffing http://t.co/OaVm4ELUjy http://t.co/W5NpynPowR",29.6034639,-95.6316893
"Sexual health rankings of universities, mapped. http://t.co/aMcvfuilGB",33.956736,-83.39977925
"#Landing, NJ #Healthcare #Job: Direct Support Professional\Caregiver (Landing NJ) at The MENTOR Network http://t.co/ck64v18lR3",40.915123,-74.6575195
"#TweetMyJobs #Nursing #Job alert: LPN- FT Days | Abrazo Health Care | #Phoenix, AZ http://t.co/eFS6mIrO29 #Jobs",33.5528626,-112.1246767
"Enloe Medical Center: Back Office Assistant (#Chico, CA) http://t.co/ArTQIauQWw #Healthcare #Job #Jobs #TweetMyJobs",39.747037,-121.83373
"I'm at Genesis Health Group in Bettendorf, IA https://t.co/t5shGGSb2P",41.5578115,-90.4693134
"As longest the fam straight, then who gives a fuck about my healthÌ†ΩÌ≤Ø",41.500753,-72.757385
"#Transportation #Job alert: Driver | Bethesda Health Group | #BellefontaineNeighbors, MO http://t.co/xclycci1Zc #VeteranJob #Jobs",38.74797185,-90.2268705
